studied_credits,num_of_prev_attempts,highest_education,avg_score,total_assessments,target
60,0,1,86.61111111111111,18.0,0
60,1,2,0.0,0.0,1
180,2,2,0.0,0.0,1
60,1,2,34.0,1.0,1
120,2,2,77.0,2.0,1
120,0,0,62.91666666666666,12.0,0
60,0,0,90.16666666666669,12.0,0
120,0,0,0.0,0.0,1
120,1,2,75.58333333333333,12.0,0
60,0,2,79.5,12.0,0
90,0,0,75.08333333333333,12.0,0
60,0,2,0.0,0.0,1
120,0,1,69.0,2.0,1
60,0,1,92.0,12.0,0
60,1,2,48.0,2.0,1
120,0,2,0.0,0.0,1
120,0,0,72.0,3.0,1
60,0,0,75.83333333333333,12.0,0
60,0,1,89.25,12.0,0
60,0,2,83.0,5.0,1
60,0,0,65.91666666666667,12.0,0
60,1,0,90.33333333333331,12.0,0
60,0,2,80.33333333333333,12.0,0
120,1,2,0.0,0.0,1
60,0,1,82.83333333333333,12.0,0
60,0,2,91.08333333333331,12.0,0
90,0,0,83.75,12.0,0
60,0,1,0.0,0.0,1
60,0,0,84.0,12.0,0
60,0,0,87.83333333333333,12.0,0
60,2,2,92.75,4.0,1
60,1,0,71.58333333333333,12.0,0
60,0,2,0.0,0.0,1
60,0,2,0.0,0.0,1
60,0,1,0.0,0.0,1
60,1,1,58.285714285714285,14.0,1
90,0,0,60.75,12.0,0
90,0,2,74.5,12.0,0
150,1,2,0.0,0.0,1
120,0,2,73.66666666666667,12.0,0
180,0,0,92.16666666666669,12.0,0
60,2,2,79.0,2.0,1
60,0,0,92.66666666666669,12.0,0
60,0,0,72.0,4.0,1
60,0,0,55.91666666666666,12.0,0
150,0,1,0.0,0.0,1
60,1,0,79.0,12.0,0
210,0,2,83.16666666666667,12.0,0
180,0,0,0.0,0.0,1
90,0,2,0.0,0.0,1
120,0,2,55.75,4.0,1
60,0,2,0.0,0.0,1
90,0,0,82.33333333333333,9.0,0
120,0,0,95.08333333333331,12.0,0
90,0,0,80.75,12.0,0
60,2,2,72.5,12.0,1
120,1,0,83.33333333333333,6.0,1
60,1,0,52.5,2.0,1
60,0,0,67.25,12.0,0
90,0,2,83.0,12.0,0
60,0,0,0.0,0.0,1
60,2,2,38.0,1.0,1
120,0,0,75.54545454545455,11.0,0
60,1,2,59.0,9.0,1
90,0,2,87.0,7.0,1
60,0,2,79.5,12.0,0
120,0,0,90.83333333333331,12.0,0
180,0,2,76.0,2.0,1
60,1,0,83.41666666666667,12.0,0
120,0,1,88.25,12.0,0
60,0,1,88.0,12.0,0
90,1,2,80.25,12.0,0
90,0,0,72.16666666666667,12.0,0
60,0,0,92.0,2.0,1
60,0,2,68.0,2.0,1
60,1,1,70.16666666666667,12.0,0
60,1,0,70.0,12.0,0
60,0,2,53.5,8.0,1
60,0,2,71.41666666666667,12.0,1
90,3,0,94.0,1.0,1
90,1,1,67.04545454545455,22.0,1
60,0,2,0.0,0.0,1
90,1,2,66.25,4.0,1
60,0,2,70.08333333333333,12.0,0
60,1,1,49.25,4.0,1
180,0,2,0.0,0.0,1
60,1,0,28.75,4.0,1
120,1,0,65.0909090909091,11.0,0
120,0,0,76.08333333333333,12.0,0
90,1,0,79.75,4.0,1
60,0,0,77.16666666666667,12.0,0
120,0,0,73.0,3.0,1
90,1,0,84.33333333333333,12.0,0
90,0,0,92.75,12.0,0
120,0,0,90.83333333333331,12.0,0
120,0,1,85.91666666666667,12.0,1
60,1,2,93.75,4.0,1
60,1,0,84.33333333333333,12.0,0
90,2,2,57.588235294117645,17.0,1
150,0,0,83.5,12.0,0
120,0,0,0.0,0.0,1
90,0,1,79.41666666666667,12.0,0
90,0,2,92.0,1.0,1
120,0,2,62.083333333333336,12.0,0
60,1,1,67.07692307692308,13.0,0
120,0,0,69.5,12.0,0
90,0,2,65.0,2.0,1
120,0,2,77.16666666666667,12.0,0
180,1,0,0.0,0.0,1
60,0,0,82.41666666666667,12.0,0
60,0,0,89.0,2.0,1
90,2,2,68.0,1.0,1
180,1,2,63.083333333333336,12.0,0
120,0,2,78.27272727272727,11.0,0
60,0,2,78.66666666666667,12.0,0
60,0,1,88.19047619047619,21.0,0
60,2,2,67.25,12.0,0
60,0,0,94.28571428571428,21.0,0
270,1,0,66.5,4.0,1
60,0,2,52.0,1.0,1
60,0,2,79.33333333333333,12.0,0
120,0,2,60.583333333333336,12.0,0
90,0,0,84.25,12.0,0
60,0,0,0.0,0.0,1
60,1,2,0.0,0.0,1
90,0,0,0.0,0.0,1
60,0,2,57.333333333333336,3.0,1
60,0,2,60.5,8.0,1
150,1,2,60.72222222222222,18.0,1
90,2,2,75.58333333333333,12.0,0
90,2,2,65.0,1.0,1
90,1,2,84.125,8.0,1
60,0,2,87.5,4.0,1
60,0,0,0.0,0.0,1
60,0,2,84.33333333333333,12.0,0
120,1,0,64.91666666666667,12.0,0
120,2,1,90.0,4.0,1
90,0,2,0.0,0.0,1
60,0,2,73.33333333333333,3.0,1
90,0,0,84.16666666666667,12.0,0
180,1,2,60.16666666666666,12.0,0
120,1,0,59.45454545454545,11.0,1
90,0,0,64.08333333333333,12.0,0
120,0,2,93.58333333333331,12.0,0
120,0,1,52.91666666666666,12.0,1
60,0,2,73.66666666666667,9.0,0
60,0,0,0.0,0.0,1
60,1,2,0.0,0.0,1
60,0,2,71.25,4.0,1
120,1,1,77.5,12.0,0
240,0,1,74.63636363636364,11.0,0
90,0,0,92.75,12.0,0
60,0,2,0.0,0.0,1
60,1,0,84.85714285714286,7.0,1
60,0,1,86.75,12.0,0
60,0,2,80.66666666666667,12.0,0
90,0,0,0.0,0.0,1
120,0,1,84.33333333333333,12.0,0
180,0,2,32.0,1.0,1
60,0,0,55.0,2.0,1
120,2,2,72.66666666666667,3.0,1
120,0,2,77.28571428571429,14.0,1
60,1,2,78.2,5.0,1
90,1,2,0.0,0.0,1
60,1,2,76.33333333333333,3.0,1
60,0,2,63.91666666666666,12.0,0
120,0,0,76.83333333333333,12.0,0
120,0,2,78.72727272727273,11.0,0
60,0,1,88.6470588235294,17.0,0
60,0,2,70.5,12.0,0
90,1,2,55.833333333333336,12.0,1
180,0,2,71.25,12.0,0
120,0,0,75.58333333333333,12.0,0
60,0,2,0.0,0.0,1
120,0,2,83.5,12.0,0
90,0,0,69.45454545454545,11.0,0
60,1,1,74.375,8.0,0
60,0,2,84.0,1.0,1
60,0,0,49.833333333333336,12.0,1
180,3,0,62.0,1.0,1
60,0,2,79.92307692307692,13.0,0
60,0,2,0.0,0.0,1
150,1,0,71.72727272727273,11.0,0
60,1,0,56.16666666666666,12.0,1
60,0,0,74.41666666666667,12.0,0
180,0,2,79.5,4.0,1
120,2,0,77.63636363636364,11.0,0
60,0,2,69.33333333333333,12.0,0
120,0,0,76.0,2.0,1
60,1,0,63.45454545454545,11.0,0
60,0,2,48.0,3.0,1
60,0,0,77.75,12.0,0
120,0,2,85.85714285714286,21.0,0
270,0,0,0.0,0.0,1
90,1,0,80.36363636363636,11.0,0
90,3,0,75.21428571428571,14.0,0
60,2,2,61.0,2.0,1
180,0,2,54.833333333333336,6.0,1
60,1,0,69.66666666666667,6.0,1
60,0,0,76.91666666666667,12.0,0
60,0,0,73.66666666666667,12.0,0
60,0,2,85.16666666666667,12.0,0
120,1,0,76.5,24.0,1
60,0,2,77.91666666666667,12.0,0
90,1,2,62.833333333333336,12.0,0
180,0,2,0.0,0.0,1
120,2,0,75.625,8.0,1
60,0,0,64.91666666666667,12.0,0
180,1,0,0.0,0.0,1
210,2,0,79.0,12.0,0
60,0,1,88.5,2.0,1
240,3,0,0.0,0.0,1
60,0,2,58.5,2.0,1
60,1,2,0.0,0.0,1
90,0,1,72.0,1.0,1
120,0,1,79.0,12.0,0
120,0,1,0.0,0.0,1
60,1,1,73.5,8.0,1
60,1,0,94.0,3.0,1
90,1,1,70.5,12.0,0
60,0,0,93.9090909090909,11.0,0
60,0,1,92.75,12.0,0
120,0,2,0.0,0.0,1
60,0,1,66.0,1.0,1
60,0,0,74.6,15.0,0
180,1,2,41.0,10.0,1
60,0,0,76.33333333333333,12.0,0
240,0,2,81.16666666666667,12.0,0
120,0,1,94.0,4.0,1
120,0,2,65.27272727272727,11.0,0
60,0,1,0.0,0.0,1
120,0,2,0.0,0.0,1
90,0,0,65.66666666666667,12.0,0
120,0,0,84.16666666666667,12.0,0
60,0,1,65.81818181818181,11.0,1
120,0,0,36.66666666666666,3.0,1
60,0,1,70.5,4.0,1
150,0,0,58.25,12.0,0
60,1,2,46.0,1.0,1
60,1,1,0.0,0.0,1
60,1,1,56.266666666666666,15.0,1
120,0,2,64.36363636363636,11.0,1
60,0,0,0.0,0.0,1
90,0,0,91.58333333333331,12.0,0
60,0,0,66.25,12.0,0
120,1,2,66.25,4.0,1
180,1,0,67.33333333333333,3.0,1
60,1,0,68.66666666666667,6.0,1
180,0,0,63.75,8.0,1
60,2,0,64.0,4.0,1
120,0,2,0.0,0.0,1
90,0,2,86.0,1.0,1
60,3,2,66.25,8.0,1
120,2,2,61.38461538461539,13.0,1
100,2,2,0.0,0.0,1
120,2,2,64.36363636363636,11.0,1
120,0,2,0.0,0.0,1
60,1,1,10.0,1.0,1
60,0,0,87.5,2.0,1
60,1,0,70.0,12.0,0
90,0,0,92.35714285714286,14.0,1
120,0,2,79.16666666666667,12.0,0
60,0,2,50.083333333333336,12.0,1
60,0,0,74.16666666666667,12.0,0
120,0,2,0.0,0.0,1
60,0,0,72.18181818181819,11.0,0
90,0,2,76.76923076923077,13.0,0
60,1,2,0.0,0.0,1
60,0,1,0.0,0.0,1
270,0,2,69.0,2.0,1
60,0,2,78.0,1.0,1
90,1,0,53.583333333333336,12.0,0
60,0,1,95.1904761904762,21.0,0
90,1,0,83.0,2.0,1
60,0,0,90.75,12.0,0
60,0,0,80.23809523809524,21.0,0
150,0,1,71.25,12.0,1
90,0,2,73.6,5.0,1
120,2,0,76.42857142857143,7.0,1
120,0,0,0.0,0.0,1
120,0,0,72.16666666666667,12.0,0
60,0,0,86.75,12.0,0
60,0,2,0.0,0.0,1
120,0,0,72.0,2.0,1
60,0,0,76.0,2.0,1
90,0,2,91.25,12.0,0
150,0,3,72.0,1.0,1
60,0,2,67.33333333333333,12.0,1
90,0,0,68.5,4.0,1
60,0,2,81.91666666666667,12.0,0
180,1,2,82.66666666666667,3.0,1
60,1,2,89.57142857142857,14.0,0
60,1,0,53.0,2.0,1
120,0,2,79.16666666666667,12.0,0
60,0,0,64.83333333333333,12.0,0
90,1,0,79.0,12.0,0
90,0,0,0.0,0.0,1
90,0,2,77.16666666666667,12.0,0
120,0,0,73.5,12.0,0
70,0,0,66.66666666666667,3.0,1
150,2,0,54.333333333333336,12.0,0
120,0,0,79.08333333333333,12.0,0
60,0,0,57.5,4.0,1
60,1,0,0.0,0.0,1
240,0,0,0.0,0.0,1
90,1,0,75.52380952380952,21.0,0
60,0,2,0.0,0.0,1
120,0,2,0.0,0.0,1
120,1,0,76.54545454545455,11.0,0
60,1,0,65.33333333333333,3.0,1
120,1,2,66.0,3.0,1
120,1,0,69.4,5.0,1
90,1,0,56.0,2.0,1
60,0,0,79.0,2.0,1
60,0,2,62.8,5.0,1
150,1,2,69.16666666666667,12.0,0
90,0,0,83.83333333333333,12.0,0
60,1,0,0.0,0.0,1
60,0,2,68.08333333333333,12.0,0
60,0,0,54.66666666666666,12.0,0
60,1,1,63.25,8.0,1
180,0,0,91.9,10.0,1
120,1,2,77.0,4.0,1
120,0,0,52.0,1.0,1
60,0,2,87.16666666666667,12.0,0
60,0,2,83.75,12.0,0
60,1,2,75.0,2.0,1
150,0,0,75.16666666666667,12.0,0
60,0,3,76.27272727272727,11.0,0
100,0,1,89.58333333333333,12.0,0
120,1,0,73.16666666666667,12.0,1
60,0,0,77.16666666666667,12.0,0
210,0,2,0.0,0.0,1
90,1,2,65.5,2.0,1
60,1,2,72.3,20.0,1
120,0,2,70.91666666666667,12.0,0
60,1,1,0.0,0.0,1
60,0,2,89.66666666666667,12.0,0
150,0,2,81.4,15.0,1
60,1,2,72.0,1.0,1
60,0,0,0.0,0.0,1
180,1,2,0.0,0.0,1
90,0,1,0.0,0.0,1
180,0,0,80.83333333333333,12.0,0
60,0,2,69.0,2.0,1
60,0,2,71.57142857142857,7.0,1
60,0,2,53.66666666666666,9.0,1
120,1,2,0.0,0.0,1
60,1,0,88.0,3.0,1
90,0,0,91.75,12.0,0
120,0,2,76.44444444444444,9.0,1
120,1,0,67.0,2.0,1
60,1,3,54.16666666666666,12.0,0
60,0,2,83.66666666666667,12.0,0
60,0,1,0.0,0.0,1
60,1,1,92.0,2.0,1
120,1,0,66.0,2.0,1
150,1,2,90.0,1.0,1
60,0,0,63.91666666666666,12.0,0
120,1,0,76.08333333333333,12.0,0
60,0,2,81.91666666666667,12.0,0
60,0,2,77.16666666666667,12.0,0
120,1,2,0.0,0.0,1
60,1,0,77.41666666666667,12.0,0
90,1,2,67.5,12.0,0
60,2,0,68.33333333333333,12.0,0
150,2,2,78.66666666666667,3.0,1
90,1,0,73.0,8.0,1
90,0,0,78.0,1.0,1
120,0,0,87.5,12.0,0
130,0,2,0.0,0.0,1
60,0,0,84.83333333333333,12.0,0
60,0,2,72.0,2.0,1
60,0,2,89.75,12.0,0
120,0,2,77.41666666666667,12.0,0
60,0,0,70.75,12.0,0
60,0,2,85.5,2.0,1
60,0,0,78.08333333333333,12.0,0
120,0,0,0.0,0.0,1
120,0,1,73.66666666666667,3.0,1
180,0,0,0.0,0.0,1
90,1,1,68.0,2.0,1
60,0,1,67.55555555555556,9.0,1
120,0,0,80.8,5.0,1
60,0,2,66.66666666666667,12.0,0
120,1,2,0.0,0.0,1
120,0,0,0.0,0.0,1
60,1,2,81.33333333333333,3.0,1
120,0,0,73.58333333333333,12.0,0
60,1,0,51.0,2.0,1
60,0,0,68.83333333333333,12.0,0
90,1,2,48.2,5.0,1
60,0,0,69.5,12.0,0
60,1,2,56.0,1.0,1
60,0,0,94.83333333333331,12.0,0
90,1,0,66.0,5.0,1
90,0,1,88.91666666666667,12.0,0
60,1,2,0.0,0.0,1
120,1,0,95.16666666666669,12.0,0
60,0,0,66.21428571428571,14.0,1
60,0,2,70.83333333333333,6.0,1
60,0,0,77.33333333333333,12.0,0
120,0,2,0.0,0.0,1
60,1,2,66.6,5.0,1
60,0,2,71.0,2.0,1
120,0,2,0.0,0.0,1
60,0,2,69.08333333333333,12.0,0
180,0,2,93.91666666666669,12.0,1
180,1,2,72.0,1.0,1
60,1,1,60.0,3.0,1
120,0,1,0.0,0.0,1
60,0,0,73.58333333333333,12.0,0
270,1,0,0.0,0.0,1
60,1,2,71.0,2.0,1
120,2,0,47.0,4.0,1
120,1,0,0.0,0.0,1
90,1,0,0.0,0.0,1
90,1,2,72.75,12.0,0
120,0,2,0.0,0.0,1
120,1,2,52.583333333333336,12.0,1
120,1,2,49.2,5.0,1
60,0,0,88.58333333333333,12.0,0
120,0,0,0.0,0.0,1
60,1,2,61.5,6.0,1
60,0,0,78.5,12.0,0
60,0,2,83.85714285714286,21.0,0
60,0,2,59.0,2.0,1
90,0,2,78.66666666666667,12.0,0
60,0,2,61.5,12.0,0
60,0,0,46.41666666666666,12.0,1
120,1,2,0.0,0.0,1
120,1,2,87.82352941176471,17.0,1
150,1,0,78.0909090909091,22.0,0
60,1,4,86.18181818181819,11.0,1
60,1,0,0.0,0.0,1
150,0,0,80.83333333333333,12.0,0
60,0,0,76.33333333333333,6.0,1
120,1,2,82.66666666666667,12.0,0
60,1,2,63.0,2.0,1
60,0,2,71.36363636363636,11.0,0
90,1,2,61.083333333333336,12.0,1
60,0,0,46.0,1.0,1
60,2,2,48.25,4.0,1
120,0,2,60.142857142857146,7.0,1
60,1,2,59.09090909090909,11.0,0
90,1,0,79.0,2.0,1
60,1,2,78.0,10.0,1
120,0,0,75.3,20.0,1
60,1,2,86.14285714285714,21.0,0
60,1,2,92.33333333333331,3.0,1
90,0,0,75.33333333333333,12.0,0
60,2,0,0.0,0.0,1
60,1,0,70.0,1.0,1
120,1,0,70.88888888888889,9.0,0
60,0,0,81.66666666666667,12.0,0
60,1,0,0.0,0.0,1
60,1,0,67.91666666666667,12.0,1
60,1,2,0.0,0.0,1
210,0,2,0.0,0.0,1
60,0,2,78.0,4.0,1
60,0,1,56.333333333333336,12.0,0
150,0,0,67.83333333333333,12.0,0
60,1,0,71.33333333333333,12.0,1
60,0,2,80.75,12.0,0
240,0,2,92.0,1.0,1
60,0,2,0.0,0.0,1
60,1,0,0.0,0.0,1
60,0,0,0.0,0.0,1
60,0,2,79.15384615384616,13.0,0
240,0,2,0.0,0.0,1
150,0,1,83.75,12.0,0
60,0,2,87.83333333333333,12.0,0
120,0,2,59.75,4.0,1
120,0,0,87.0,6.0,1
60,0,2,88.08333333333333,12.0,0
60,1,1,58.0,1.0,1
60,0,1,81.28571428571429,21.0,0
90,1,3,79.16666666666667,12.0,0
120,1,0,65.63636363636364,11.0,0
90,0,1,71.0,12.0,0
60,1,0,40.0,2.0,1
60,2,0,79.15384615384616,13.0,0
60,0,1,53.333333333333336,3.0,1
90,0,2,70.28571428571429,7.0,1
60,0,0,68.15384615384616,13.0,0
60,1,0,91.75,12.0,0
60,0,0,86.33333333333333,12.0,0
60,1,0,56.583333333333336,12.0,0
60,1,2,84.66666666666667,6.0,1
90,0,2,72.33333333333333,12.0,0
120,1,2,0.0,0.0,1
90,0,0,0.0,0.0,1
120,0,2,61.81818181818182,11.0,0
90,1,0,66.0,1.0,1
60,0,2,80.75,4.0,1
90,0,0,65.72727272727273,11.0,0
60,0,0,66.5,12.0,0
60,1,0,79.66666666666667,12.0,0
60,1,2,12.0,3.0,1
60,0,1,84.375,16.0,1
90,1,1,62.66666666666666,6.0,1
90,0,0,79.91666666666667,12.0,0
120,0,2,86.0,1.0,1
75,1,2,84.0,1.0,1
60,1,2,62.4,5.0,1
120,0,0,73.72727272727273,11.0,0
180,0,0,72.66666666666667,12.0,0
120,0,0,84.125,16.0,1
60,0,2,63.91666666666666,12.0,0
120,1,2,66.27272727272727,11.0,0
120,0,0,74.0,1.0,1
90,0,0,81.0909090909091,11.0,0
60,0,0,53.41666666666666,12.0,0
60,0,0,87.0,2.0,1
120,1,0,82.66666666666667,9.0,1
60,0,1,75.25,12.0,0
60,0,0,81.75,12.0,0
60,0,2,79.08333333333333,12.0,0
60,1,2,75.0,8.0,1
120,0,0,82.80952380952381,21.0,0
90,0,0,82.41666666666667,12.0,0
120,0,2,68.0,1.0,1
60,0,2,86.66666666666667,12.0,0
90,1,1,67.16666666666667,12.0,0
90,0,0,86.1,10.0,1
150,1,2,66.38461538461539,13.0,1
120,0,2,69.81818181818181,11.0,1
180,1,0,66.0,1.0,1
60,0,2,75.5,12.0,0
60,0,0,82.91666666666667,12.0,0
90,0,2,64.875,16.0,1
90,0,1,53.333333333333336,3.0,1
60,0,2,77.84615384615384,13.0,0
120,0,0,79.16666666666667,12.0,0
60,0,0,62.91666666666666,12.0,1
90,0,0,0.0,0.0,1
60,0,2,0.0,0.0,1
60,0,4,79.66666666666667,12.0,0
60,0,0,0.0,0.0,1
60,0,0,70.75,12.0,0
60,1,0,60.4,5.0,1
90,0,2,76.58333333333333,12.0,0
60,0,2,80.0,1.0,1
90,1,0,70.58333333333333,12.0,0
60,0,2,89.5,12.0,0
60,0,0,86.33333333333333,12.0,0
150,1,0,76.85714285714286,7.0,1
60,0,0,83.36363636363636,11.0,0
120,0,0,86.0,1.0,1
120,0,2,65.0,2.0,1
60,1,2,63.72727272727273,11.0,1
60,0,1,75.75,12.0,0
120,0,0,69.83333333333333,12.0,0
60,0,1,59.25,4.0,1
120,0,0,54.81818181818182,11.0,1
60,0,2,0.0,0.0,1
120,0,0,70.1,10.0,0
120,0,0,0.0,0.0,1
120,0,0,73.91666666666667,12.0,0
120,0,2,78.0,1.0,1
120,0,0,82.66666666666667,12.0,0
120,0,0,0.0,0.0,1
60,0,0,88.66666666666667,12.0,0
90,0,2,65.41666666666667,12.0,0
60,0,0,80.54545454545455,11.0,0
120,1,0,82.08333333333333,12.0,0
60,0,0,73.81818181818181,11.0,0
150,0,1,79.66666666666667,12.0,0
120,0,0,70.0,1.0,1
90,0,2,76.07692307692308,13.0,0
120,0,0,83.25,12.0,0
120,0,0,92.0,12.0,0
60,0,0,76.71428571428571,7.0,1
60,0,1,83.95238095238095,21.0,0
210,0,2,75.5,4.0,1
90,1,0,67.625,8.0,1
60,0,0,75.08333333333333,12.0,0
90,0,2,76.0,1.0,1
60,0,2,0.0,0.0,1
180,1,0,79.76470588235294,17.0,1
120,0,0,71.33333333333333,12.0,0
60,0,2,86.16666666666667,12.0,0
60,0,0,88.33333333333333,12.0,0
90,0,2,80.16666666666667,12.0,0
60,0,2,86.0,2.0,1
60,0,1,84.75,12.0,0
90,0,1,91.83333333333331,12.0,0
60,0,0,33.333333333333336,3.0,1
120,0,0,79.08333333333333,12.0,0
60,0,0,84.16666666666667,12.0,0
60,0,0,68.66666666666667,3.0,1
60,0,0,91.41666666666669,12.0,0
60,0,1,80.58333333333333,12.0,0
120,0,2,64.16666666666667,12.0,0
120,1,2,79.63157894736842,19.0,0
120,0,2,78.75,4.0,1
60,0,2,53.333333333333336,3.0,1
60,0,0,89.0,2.0,1
150,0,2,0.0,0.0,1
150,0,2,44.333333333333336,3.0,1
90,0,2,0.0,0.0,1
60,0,0,87.41666666666667,12.0,0
60,0,0,87.66666666666667,12.0,0
60,1,0,67.83333333333333,12.0,0
60,0,0,83.58333333333333,12.0,0
90,1,2,0.0,0.0,1
60,0,0,73.75,12.0,0
60,0,2,82.66666666666667,3.0,1
90,0,0,87.33333333333333,12.0,0
120,0,2,0.0,0.0,1
90,1,2,79.08333333333333,12.0,0
120,0,0,77.25,12.0,0
60,0,2,89.52380952380952,21.0,0
60,1,2,0.0,0.0,1
90,0,1,90.0,11.0,0
120,0,0,28.0,1.0,1
60,0,0,84.63636363636364,11.0,0
60,0,0,88.41666666666667,12.0,0
60,1,2,70.8,15.0,0
120,1,0,84.0625,16.0,1
60,0,0,55.0,2.0,1
150,0,2,40.66666666666666,3.0,1
90,0,2,78.0,1.0,1
60,0,0,71.25,12.0,0
120,0,0,83.83333333333333,12.0,0
60,0,0,0.0,0.0,1
60,0,0,45.75,4.0,1
90,0,0,57.66666666666666,3.0,1
120,0,0,79.0,12.0,0
60,0,0,93.91666666666669,12.0,0
60,0,2,77.6,5.0,1
60,0,0,87.25,12.0,0
60,0,2,88.5,12.0,0
120,0,2,64.0,11.0,0
120,0,2,94.08333333333331,12.0,0
60,0,1,67.83333333333333,12.0,0
60,0,0,65.58333333333333,12.0,0
60,0,0,65.33333333333333,12.0,0
60,0,0,67.0,11.0,0
60,0,1,65.5,12.0,0
60,0,2,0.0,0.0,1
60,0,0,73.41666666666667,12.0,0
60,0,2,69.0,5.0,1
60,0,0,72.83333333333333,12.0,0
60,0,2,75.25,12.0,0
120,0,0,80.5,12.0,0
60,0,1,65.81818181818181,11.0,0
120,0,0,60.0,12.0,0
120,0,0,0.0,0.0,1
90,0,2,72.45454545454545,11.0,1
60,0,2,91.875,8.0,1
300,0,0,72.8,5.0,1
60,0,1,62.0,3.0,1
90,0,2,71.0,6.0,1
120,0,2,0.0,0.0,1
120,0,2,83.0,4.0,1
60,0,0,71.61111111111111,18.0,0
120,0,2,81.16666666666667,12.0,1
60,0,0,0.0,0.0,1
120,0,0,85.33333333333333,12.0,0
120,0,2,0.0,0.0,1
60,0,2,74.0,2.0,1
60,0,2,55.0,3.0,1
60,0,2,83.16666666666667,12.0,0
120,0,0,87.0,12.0,0
60,0,2,80.16666666666667,12.0,0
180,0,2,79.08333333333333,12.0,0
90,0,2,48.0,1.0,1
90,0,0,73.83333333333333,12.0,0
150,0,2,81.0,4.0,1
120,0,2,72.5,6.0,1
60,0,0,93.66666666666669,12.0,0
120,0,2,82.25,4.0,1
60,0,0,83.75,12.0,0
60,0,2,0.0,0.0,1
90,0,0,77.4,10.0,1
60,0,2,83.91666666666667,12.0,0
60,0,2,82.5,12.0,0
60,0,0,0.0,0.0,1
60,0,2,79.33333333333333,12.0,0
120,0,2,72.83333333333333,6.0,1
90,0,0,83.58333333333333,12.0,0
60,0,0,76.28571428571429,21.0,0
60,0,0,60.0,1.0,1
60,0,2,75.91666666666667,12.0,0
120,0,0,69.16666666666667,12.0,0
60,0,2,0.0,0.0,1
60,0,2,74.83333333333333,12.0,0
60,0,0,76.0,6.0,1
120,0,0,88.0,11.0,0
60,0,0,83.33333333333333,12.0,0
60,0,2,66.91666666666667,12.0,0
60,0,2,75.0,11.0,0
120,0,2,74.0,3.0,1
60,0,0,78.91666666666667,12.0,0
90,0,2,0.0,0.0,1
90,0,2,78.0,6.0,1
60,0,1,96.11764705882354,17.0,0
135,0,2,86.33333333333333,12.0,0
120,0,0,89.66666666666667,21.0,0
60,0,0,77.33333333333333,12.0,0
60,0,0,85.75,12.0,0
60,0,2,87.66666666666667,3.0,1
90,0,0,73.5,12.0,1
60,0,0,73.41666666666667,12.0,0
90,0,2,80.58333333333333,12.0,0
120,0,2,87.91666666666667,12.0,0
60,0,0,82.0,1.0,1
60,0,2,0.0,0.0,1
60,0,0,78.41666666666667,12.0,0
90,0,0,88.66666666666667,12.0,0
120,0,2,68.5,12.0,1
90,0,0,47.5,2.0,1
60,0,0,78.75,12.0,0
120,0,0,54.0,3.0,1
60,0,2,52.583333333333336,12.0,1
120,0,0,63.91666666666666,12.0,0
120,0,2,0.0,0.0,1
60,0,1,24.75,4.0,1
120,0,0,76.6,5.0,1
120,0,0,66.66666666666667,3.0,1
60,0,2,89.33333333333333,12.0,0
60,0,2,0.0,0.0,1
60,0,2,92.66666666666669,12.0,0
120,0,2,57.5,12.0,1
60,0,1,80.08333333333333,12.0,0
60,0,2,92.83333333333331,12.0,0
60,0,0,90.75,12.0,0
60,0,0,67.25,12.0,0
120,0,0,74.15,20.0,0
60,0,0,78.0,11.0,0
120,0,2,88.2,15.0,0
60,0,0,51.0,2.0,1
120,0,2,82.0,1.0,1
180,0,2,72.27272727272727,11.0,1
60,0,3,0.0,0.0,1
180,0,2,69.0,12.0,0
60,0,0,61.833333333333336,24.0,1
60,0,0,56.16666666666666,12.0,1
120,0,0,75.58333333333333,12.0,0
60,0,2,83.16666666666667,12.0,0
60,0,2,82.0,1.0,1
75,0,0,76.41666666666667,12.0,0
120,0,0,75.91666666666667,12.0,1
60,0,0,71.25,8.0,1
120,0,2,75.72727272727273,11.0,0
60,0,2,93.47368421052632,19.0,0
90,0,0,83.25,12.0,0
120,0,2,66.25,4.0,1
120,0,0,76.66666666666667,12.0,0
60,0,2,93.58333333333331,12.0,0
60,0,0,79.5,12.0,0
90,0,2,0.0,0.0,1
60,0,0,0.0,0.0,1
60,0,2,44.333333333333336,12.0,1
60,0,0,72.33333333333333,12.0,0
120,0,0,61.083333333333336,12.0,1
60,0,2,85.5,12.0,0
150,0,2,80.0,1.0,1
120,0,2,57.25,8.0,1
60,0,0,72.08333333333333,12.0,0
120,0,0,62.0,1.0,1
60,0,2,0.0,0.0,1
120,0,2,84.25,12.0,0
90,0,2,0.0,0.0,1
60,0,0,0.0,0.0,1
60,0,2,87.66666666666667,12.0,0
60,0,2,56.0,10.0,1
60,0,2,71.08333333333333,12.0,0
60,0,2,70.41666666666667,12.0,0
180,0,2,70.57142857142857,14.0,1
60,0,2,88.83333333333333,12.0,0
60,0,0,88.33333333333333,12.0,0
90,0,0,67.33333333333333,12.0,0
90,0,0,89.83333333333333,12.0,0
60,0,2,0.0,0.0,1
90,0,0,0.0,0.0,1
60,0,2,61.0,12.0,1
60,0,0,0.0,0.0,1
120,0,0,76.5,12.0,0
60,0,0,77.23809523809524,21.0,0
120,0,2,77.95238095238095,21.0,0
